type,priority,storyPoints,complexityScore,riskLevel,hasBlockingDependencies,dependenciesCount,memberLevel,memberAvgCompletionHours,memberAvgDelayHours,memberCompletedTasksCount,memberAvgReopenRate,memberCurrentWorkload,memberAvgWorkLogHours,memberAvgStoryPoints,actualHours
Improvement,Medium,5,4,5,0,3,Expert,12.62,0.78,56,0.398,2,22.82,3.0,21.91
Bug,Medium,8,4,4,0,1,Senior,38.44,1.13,83,0.118,6,30.16,7.84,57.57
Improvement,Critical,3,5,3,0,2,Expert,28.8,2.16,10,0.359,0,12.47,7.84,27.45
Improvement,Medium,3,3,4,0,0,Junior,2.3,2.28,68,0.334,4,17.53,4.48,4.79
Technical Debt,Critical,3,3,3,0,4,Senior,14.5,3.65,98,0.088,13,16.5,4.14,31.15
Feature,Medium,3,3,5,0,0,Expert,18.67,1.39,98,0.186,14,9.47,4.77,20.31
Feature,Medium,13,5,2,0,1,Senior,24.9,5.4,24,0.457,4,15.32,3.71,82.32
Feature,High,8,4,3,0,2,Junior,20.99,0.48,29,0.369,2,1.73,6.47,50.92
Bug,Medium,2,3,3,0,2,Senior,4.65,0.77,1,0.38,10,18.59,8.53,9.92
Feature,High,2,4,4,1,0,Junior,21.59,0.5,83,0.282,0,25.51,1.08,27.9
Bug,Critical,3,2,5,0,0,Junior,6.95,4.76,35,0.333,4,13.5,9.42,16.02
Bug,Low,1,3,1,0,1,Senior,21.73,3.05,36,0.254,7,26.38,2.06,4.57
Feature,Low,5,2,1,0,0,Junior,11.35,1.19,1,0.37,8,26.52,9.1,21.4
Bug,High,2,5,2,1,1,Junior,7.48,9.03,46,0.366,11,34.46,3.1,43.26
Feature,Medium,5,1,5,1,0,Senior,12.94,0.92,90,0.016,12,19.56,9.25,21.5
Feature,Medium,1,5,3,0,0,Senior,5.79,0.58,95,0.316,5,14.74,8.09,10.46
Technical Debt,Low,3,5,1,1,0,Junior,12.79,3.89,58,0.315,0,22.74,3.42,44.08
Feature,Low,5,5,2,0,0,Junior,34.94,0.52,3,0.034,13,22.3,1.25,47.99
Feature,High,3,3,5,0,2,Expert,13.67,2.23,90,0.205,12,34.57,7.44,22.08
Bug,Low,21,2,2,0,0,Junior,19.87,4.7,93,0.449,14,25.06,8.4,51.9
Improvement,Medium,8,3,1,1,1,Senior,21.75,7.01,66,0.477,4,11.42,7.12,55.23
Feature,High,3,1,4,1,0,Expert,8.78,2.08,45,0.391,1,7.38,4.43,11.09
Bug,Medium,1,5,4,0,0,Senior,18.79,4.67,90,0.076,0,27.95,2.15,7.05
Feature,Low,8,4,5,0,0,Junior,34.41,0.48,35,0.187,12,7.11,4.12,86.42
Feature,High,13,1,2,0,0,Junior,5.06,5.25,64,0.091,2,22.33,3.42,14.73
Bug,Low,8,2,3,0,2,Senior,37.07,2.96,98,0.326,10,5.5,7.51,36.65
Bug,High,2,1,1,0,4,Senior,35.1,4.61,55,0.387,9,25.44,2.43,10.32
Bug,High,21,3,4,1,2,Senior,34.52,1.19,75,0.442,4,27.62,8.38,104.47
Improvement,Medium,3,4,4,0,1,Junior,9.54,0.17,34,0.43,8,34.68,6.51,27.08
Spike,Medium,5,3,2,1,1,Junior,20.4,0.9,81,0.05,6,33.44,5.34,42.61
Bug,Medium,13,5,4,1,3,Junior,25.41,4.28,22,0.063,5,25.27,4.24,117.26
Feature,Medium,2,5,2,0,1,Senior,5.8,0.84,96,0.455,8,10.44,5.57,13.82
Improvement,High,13,1,1,0,1,Senior,23.16,5.19,77,0.422,13,2.49,5.86,34.15
Feature,High,3,5,2,0,1,Junior,33.92,0.73,43,0.23,13,19.88,3.13,41.97
Bug,Medium,21,5,4,0,1,Senior,37.59,2.26,0,0.215,5,27.04,9.9,101.17
Feature,High,3,2,2,1,1,Senior,12.58,2.78,90,0.276,10,1.36,9.19,25.02
Feature,Critical,13,2,4,0,1,Expert,12.97,6.4,87,0.298,3,18.84,4.52,20.21
Spike,Critical,1,3,5,0,1,Senior,12.29,0.38,65,0.127,6,31.02,3.29,15.3
Technical Debt,Medium,5,3,4,1,2,Senior,7.83,2.13,11,0.202,12,22.67,3.76,26.87
Improvement,Medium,5,2,4,0,0,Senior,18.37,0.73,12,0.31,1,24.25,9.82,24.31
Bug,Medium,3,1,4,0,1,Senior,31.81,4.21,26,0.103,1,17.13,4.66,9.61
Feature,Critical,2,2,5,0,0,Senior,29.06,1.92,19,0.499,5,33.07,9.21,17.7
Feature,Low,5,3,3,0,2,Senior,36.21,3.66,97,0.141,12,13.74,1.53,35.18
Feature,High,2,4,4,0,0,Junior,15.52,2.92,5,0.276,4,13.89,7.99,22.87
Bug,Medium,5,5,3,0,0,Senior,23.74,0.2,7,0.277,5,18.6,7.86,41.73
Improvement,Medium,3,4,1,0,2,Junior,31.13,3.08,20,0.226,1,20.92,6.86,27.08
Improvement,Medium,13,4,2,0,1,Expert,36.13,0.21,20,0.121,1,19.27,2.09,47.81
Feature,Critical,1,5,3,0,0,Junior,35.13,2.46,44,0.283,0,28.83,9.83,13.8
Spike,Low,2,2,1,0,0,Junior,19.69,1.96,69,0.046,1,29.37,2.92,10.76
Improvement,High,2,1,2,1,3,Junior,36.46,1.84,43,0.193,13,5.48,7.39,14.84
Bug,Low,3,4,4,0,0,Junior,18.87,0.97,58,0.112,10,21.27,7.76,18.96
Bug,Medium,2,1,4,0,0,Junior,36.31,2.83,29,0.062,9,34.45,7.84,8.49
Bug,Medium,3,3,4,1,1,Junior,31.52,0.57,9,0.463,6,21.39,8.43,28.4
Feature,Medium,8,4,5,0,1,Junior,10.42,4.31,74,0.35,1,24.4,9.9,31.85
Feature,Medium,5,3,5,1,1,Junior,37.33,0.24,0,0.084,2,30.29,1.86,53.21
Improvement,Medium,5,2,5,1,1,Expert,11.21,1.25,9,0.475,10,30.46,5.25,22.33
Feature,Low,1,4,5,0,2,Junior,36.52,1.41,24,0.108,12,1.58,9.77,10.99
Feature,Medium,5,3,1,0,3,Expert,25.37,8.03,79,0.118,5,9.14,8.94,22.79
Feature,Critical,2,3,1,0,2,Expert,27.36,4.23,82,0.067,5,30.34,9.92,12.12
Feature,Critical,8,2,4,0,0,Junior,6.15,1.4,73,0.364,9,23.68,6.24,17.21
Technical Debt,Medium,3,1,2,0,0,Junior,4.5,0.99,13,0.285,10,22.48,7.06,6.81
Improvement,High,3,1,5,1,1,Junior,38.8,1.0,2,0.029,8,30.24,3.37,21.58
Bug,Critical,3,4,2,0,1,Senior,14.8,1.61,67,0.013,11,28.42,5.12,25.78
Feature,Low,8,2,1,0,0,Senior,34.09,1.04,39,0.266,10,26.55,1.19,30.18
Bug,High,2,4,5,0,1,Junior,28.77,0.22,32,0.326,11,2.61,7.48,25.59
Bug,Critical,5,1,1,1,2,Junior,24.96,2.12,83,0.411,14,27.58,9.33,39.15
Feature,Low,2,2,1,0,0,Senior,28.04,0.98,78,0.239,14,7.82,2.01,9.0
Bug,Medium,5,5,3,0,1,Junior,5.4,1.16,6,0.338,1,1.88,5.09,16.34
Feature,Critical,13,2,1,1,1,Expert,17.67,0.73,2,0.367,14,17.72,6.61,25.3
Bug,Medium,3,2,4,1,0,Junior,25.07,0.95,90,0.307,6,33.04,6.69,24.97
Bug,Low,3,5,1,0,1,Junior,34.97,1.1,36,0.176,0,31.14,3.76,15.12
Feature,Medium,13,3,5,0,0,Junior,29.16,2.4,92,0.066,5,34.39,1.18,64.45
Feature,Medium,5,3,4,0,1,Senior,11.61,1.06,25,0.324,8,9.38,8.99,22.41
Bug,High,3,3,1,1,2,Junior,39.43,2.9,90,0.384,7,24.64,1.83,31.0
Bug,High,5,1,4,0,2,Junior,26.44,0.12,24,0.095,5,2.9,2.6,24.71
Technical Debt,Critical,5,2,1,0,0,Junior,21.05,5.44,39,0.247,12,28.32,9.67,44.07
Improvement,Medium,2,5,4,0,0,Junior,31.69,0.21,42,0.199,5,18.81,5.5,21.81
Feature,Medium,8,1,2,0,2,Senior,24.9,2.52,93,0.103,5,34.87,8.87,21.36
Feature,Medium,3,5,3,0,0,Junior,28.98,0.66,43,0.123,14,9.16,9.07,35.58
Bug,Medium,1,1,4,0,0,Senior,25.45,0.41,83,0.119,7,27.68,9.9,3.03
Feature,Medium,8,1,5,0,0,Junior,8.8,2.87,70,0.209,12,6.81,1.37,13.67
Bug,Critical,3,1,3,0,1,Senior,22.65,5.56,28,0.195,1,10.76,1.48,14.16
Spike,High,2,5,3,1,2,Senior,12.76,4.46,97,0.277,10,11.05,2.72,49.32
Bug,Medium,5,4,1,0,4,Senior,23.67,1.33,89,0.047,8,20.65,6.91,27.97
Feature,High,8,1,4,1,0,Senior,6.77,2.68,90,0.291,9,13.41,3.36,12.81
Bug,Medium,8,3,3,0,0,Junior,10.81,1.27,56,0.011,7,15.92,5.46,19.88
Bug,Medium,13,2,5,0,1,Expert,32.73,3.51,8,0.129,1,18.74,8.08,41.81
Bug,High,8,4,5,0,2,Senior,17.4,4.8,21,0.251,13,2.91,2.67,67.97
Spike,Medium,1,4,5,1,0,Junior,27.6,4.95,75,0.343,10,23.62,3.57,25.98
Feature,Critical,3,5,1,0,0,Junior,20.92,4.03,69,0.386,7,23.08,7.55,45.38
Spike,High,8,4,2,1,0,Junior,14.95,0.15,5,0.018,0,33.8,1.07,32.76
Spike,Medium,3,5,4,1,2,Senior,20.82,5.6,26,0.269,5,5.54,7.82,74.32
Feature,High,5,5,3,0,0,Junior,32.92,1.66,82,0.177,5,2.05,7.09,68.81
Feature,Medium,5,3,4,0,3,Expert,12.7,2.0,51,0.347,8,5.53,2.17,22.62
Feature,Medium,3,1,3,1,1,Junior,18.01,4.65,69,0.142,8,15.36,3.19,22.77
Feature,Medium,13,4,1,1,0,Senior,9.7,1.35,48,0.372,4,8.27,1.14,23.9
Feature,Medium,5,1,4,0,0,Senior,15.35,4.89,80,0.301,0,8.35,6.23,20.05
Improvement,High,3,1,1,0,0,Expert,35.63,1.26,92,0.395,11,30.56,4.57,13.67
Feature,Medium,21,1,1,0,1,Junior,31.86,5.46,22,0.492,13,12.01,4.81,58.44
Feature,High,3,5,4,1,2,Expert,16.2,6.42,80,0.454,10,15.17,1.93,50.05
Technical Debt,High,2,1,4,0,0,Expert,7.03,2.32,20,0.297,0,24.26,4.17,5.91
Feature,Medium,5,4,3,0,1,Expert,17.96,0.31,73,0.447,6,12.56,9.27,34.27
Technical Debt,High,8,5,5,0,2,Expert,31.33,4.6,7,0.077,10,19.85,1.58,91.02
Feature,Medium,8,4,1,0,0,Expert,3.66,7.84,53,0.022,10,18.78,9.77,11.5
Feature,Medium,8,5,2,0,0,Senior,30.32,0.8,13,0.267,3,9.89,8.63,74.3
Improvement,Medium,5,2,3,0,0,Expert,27.84,2.07,30,0.487,8,25.38,2.83,29.21
Bug,Medium,3,2,3,1,0,Senior,4.46,2.56,50,0.355,2,29.36,7.35,8.58
Technical Debt,Low,8,2,5,0,0,Senior,26.15,0.17,61,0.153,14,27.64,1.82,48.56
Improvement,High,8,2,5,1,0,Senior,13.35,4.29,17,0.334,5,14.44,2.44,32.03
Technical Debt,Medium,2,5,1,0,0,Expert,8.74,1.92,46,0.02,8,32.72,5.39,15.44
Feature,Medium,2,1,3,0,3,Junior,16.63,6.2,93,0.235,3,31.56,4.6,11.36
Feature,Critical,21,3,3,0,0,Expert,9.8,3.19,81,0.119,4,10.07,8.34,27.61
Improvement,High,8,3,2,0,0,Junior,33.33,3.31,51,0.025,4,5.21,9.45,67.6
Technical Debt,High,8,2,1,0,2,Junior,30.2,1.05,88,0.125,12,31.39,9.49,54.15
Spike,Low,8,1,1,1,0,Junior,39.27,0.91,36,0.361,4,26.33,2.32,47.39
Bug,High,5,4,5,0,0,Junior,22.29,3.87,88,0.276,1,11.57,7.18,47.55
Feature,High,5,1,1,0,0,Expert,5.39,0.23,29,0.012,10,11.37,6.14,3.91
Improvement,High,5,4,2,0,3,Junior,15.98,2.53,29,0.205,1,11.95,4.33,31.47
Feature,High,1,3,1,0,0,Senior,33.87,2.19,99,0.376,14,30.29,9.95,10.56
Spike,Medium,5,1,4,0,3,Junior,17.08,1.31,74,0.477,0,9.17,5.1,23.27
Technical Debt,Low,5,1,4,0,1,Expert,19.32,2.28,47,0.437,13,23.14,6.99,20.16
Bug,Medium,5,3,2,1,1,Expert,17.65,4.18,38,0.001,12,29.37,5.53,32.68
Improvement,Medium,5,1,5,0,1,Junior,10.94,4.88,26,0.109,0,14.17,1.93,15.12
Improvement,High,3,4,3,0,0,Junior,4.78,3.94,15,0.104,3,3.09,2.27,12.19
Feature,Medium,2,1,1,0,0,Senior,8.86,1.5,31,0.207,2,26.8,7.75,6.13
Spike,Critical,3,4,5,0,0,Senior,15.83,0.77,28,0.323,3,1.68,8.22,34.73
Bug,Critical,2,2,5,0,0,Junior,11.33,2.63,51,0.077,10,29.25,4.27,17.96
Technical Debt,Medium,2,1,1,0,4,Expert,23.76,3.23,73,0.458,11,13.27,1.6,8.29
Feature,Medium,21,4,3,0,1,Expert,25.33,0.31,93,0.389,14,28.24,9.61,57.41
Technical Debt,High,2,3,1,0,0,Junior,23.66,4.62,74,0.21,11,19.54,5.47,31.0
Feature,Critical,3,2,3,0,2,Expert,5.23,5.14,14,0.292,5,13.21,2.21,7.47
Feature,Medium,5,1,2,0,4,Junior,27.34,0.72,43,0.271,10,31.58,2.79,25.71
Spike,Medium,5,4,3,1,3,Senior,16.61,7.65,22,0.291,0,27.08,1.41,47.73
Feature,Medium,2,1,5,0,2,Senior,35.37,0.96,47,0.43,7,3.74,7.39,10.8
Feature,High,8,4,2,0,0,Junior,21.97,0.43,22,0.1,7,32.64,7.34,44.11
Spike,Medium,8,1,4,0,0,Junior,5.21,2.42,70,0.342,6,16.88,6.42,12.82
Spike,High,2,2,2,0,0,Junior,2.35,1.87,13,0.054,11,6.06,5.92,4.04
Bug,Low,3,2,3,1,0,Senior,28.7,5.99,72,0.23,14,27.22,4.43,22.49
Bug,Low,13,1,2,0,0,Expert,17.22,10.01,53,0.318,10,18.6,9.56,20.95
Bug,Medium,8,1,2,0,3,Senior,12.94,1.58,91,0.006,10,23.87,8.2,13.27
Feature,Medium,5,5,4,0,3,Senior,18.99,1.67,69,0.054,3,24.6,9.17,43.81
Feature,Medium,1,1,3,1,1,Senior,4.75,1.52,42,0.046,7,7.7,3.8,5.79
Improvement,Medium,3,1,5,0,1,Junior,16.9,2.49,44,0.187,8,34.01,9.8,18.96
Improvement,Medium,5,2,2,0,1,Expert,13.96,1.38,21,0.311,14,4.59,2.49,19.62
Improvement,Medium,2,1,1,0,0,Senior,32.41,6.74,60,0.498,4,21.6,1.51,8.99
Improvement,Medium,3,3,5,0,3,Junior,8.64,0.97,17,0.127,5,5.98,3.88,18.18
Feature,Critical,5,1,2,0,0,Junior,30.74,1.09,43,0.068,9,30.83,2.81,27.97
Bug,Medium,3,5,5,0,1,Expert,21.02,1.31,85,0.207,7,6.89,5.66,17.78
Feature,Medium,8,4,1,0,0,Junior,5.11,5.69,72,0.073,4,16.0,4.15,16.26
Bug,High,8,2,5,1,2,Expert,38.85,0.15,17,0.012,11,3.95,2.55,51.53
Bug,Critical,3,3,5,1,1,Junior,29.9,1.62,56,0.282,3,16.23,8.6,35.39
Technical Debt,Medium,8,4,1,0,1,Senior,11.88,1.38,84,0.44,7,1.14,5.57,22.23
Feature,High,2,3,1,0,0,Junior,24.11,0.79,14,0.43,13,16.08,1.99,20.36
Feature,High,8,2,1,0,0,Expert,36.2,7.01,72,0.05,14,24.39,1.68,54.31
Feature,High,2,5,4,0,1,Senior,37.37,1.14,57,0.074,2,7.22,4.45,19.33
Improvement,Low,1,2,1,0,0,Junior,29.78,0.14,1,0.246,14,19.8,9.17,5.77
Bug,High,5,3,5,0,2,Junior,29.65,4.26,13,0.184,5,17.13,5.57,52.53
Feature,Low,3,3,1,0,2,Junior,12.54,6.72,20,0.352,8,12.39,2.25,26.1
Feature,High,13,2,2,1,0,Expert,39.61,3.43,42,0.247,5,23.81,3.22,58.73
Improvement,High,3,1,1,0,0,Senior,11.25,3.44,44,0.01,13,34.83,1.45,14.29
Feature,Medium,3,2,1,1,2,Expert,5.4,2.76,33,0.142,8,32.88,8.49,7.98
Technical Debt,High,5,5,3,0,0,Junior,39.14,2.54,70,0.451,7,33.98,9.51,117.79
Improvement,Low,3,2,5,0,0,Senior,7.81,0.08,78,0.256,11,1.69,1.7,14.97
Feature,High,3,4,5,1,0,Expert,21.82,2.42,11,0.399,8,9.72,2.56,39.47
Feature,Medium,5,1,2,0,0,Senior,19.79,0.16,6,0.201,9,32.37,2.54,21.99
Spike,Medium,8,4,4,0,0,Junior,34.23,0.71,68,0.338,13,2.64,8.23,124.37
Feature,Low,8,2,3,0,0,Senior,17.07,3.37,86,0.085,8,13.4,8.55,28.33
Feature,Critical,21,1,2,0,1,Senior,21.08,0.75,27,0.368,7,23.17,4.77,24.12
Technical Debt,Low,3,4,2,0,1,Senior,3.66,1.52,97,0.393,8,34.42,9.72,7.59
Spike,Medium,5,4,5,0,1,Junior,9.9,5.26,24,0.045,13,10.38,3.34,40.85
Spike,Medium,3,1,3,0,0,Junior,33.65,0.84,65,0.092,6,26.98,5.73,19.67
Improvement,High,5,1,5,0,2,Expert,20.18,0.21,50,0.231,6,23.45,9.97,17.55
Feature,Medium,3,3,4,0,1,Junior,10.78,2.72,72,0.319,10,21.86,8.44,27.98
Feature,Low,21,1,5,0,0,Junior,16.02,0.77,33,0.319,3,26.26,5.38,22.35
Improvement,Medium,5,2,1,0,1,Senior,12.83,2.89,45,0.334,0,9.63,1.98,17.29
Bug,Medium,13,5,5,0,0,Senior,23.14,1.84,46,0.357,14,12.52,9.14,82.5
Bug,Medium,8,3,1,1,0,Expert,3.95,3.61,31,0.253,6,20.06,5.88,9.68
Spike,Medium,13,1,2,0,4,Junior,10.55,0.59,11,0.287,7,15.93,3.78,17.57
Feature,High,8,5,4,0,0,Senior,15.49,0.15,18,0.004,11,25.55,5.06,46.59
Bug,Medium,3,3,1,0,1,Junior,37.27,2.71,46,0.083,8,28.22,3.8,18.76
Feature,Medium,3,2,4,0,0,Junior,25.68,2.06,37,0.249,0,18.95,5.96,17.69
Bug,Medium,3,5,5,1,3,Junior,21.16,0.8,9,0.373,8,14.39,3.46,50.22
Feature,Critical,1,1,5,0,0,Senior,9.25,3.97,9,0.404,14,32.0,5.01,9.86
Feature,Critical,5,1,2,0,0,Senior,23.2,1.0,98,0.364,6,26.49,4.84,27.15
Feature,High,5,2,5,0,1,Senior,37.3,1.98,40,0.243,6,23.89,6.54,38.39
Bug,Medium,5,3,1,1,1,Junior,23.52,0.99,54,0.141,2,2.95,1.13,27.77
Improvement,Low,21,5,2,0,1,Senior,8.26,5.41,95,0.222,0,18.95,6.39,34.96
Bug,Medium,13,2,4,0,1,Junior,39.89,1.25,70,0.005,6,5.13,6.34,61.22
Spike,Medium,2,3,2,0,0,Junior,20.96,2.6,73,0.299,12,23.46,4.53,32.43
Feature,Medium,3,4,4,0,0,Senior,14.14,0.5,42,0.037,9,11.19,3.22,28.17
Feature,High,3,4,3,1,1,Junior,21.13,0.55,37,0.073,7,26.11,8.55,36.96
Technical Debt,High,3,3,1,0,1,Senior,12.02,1.68,26,0.313,5,27.46,4.1,17.59
Feature,High,8,1,1,0,0,Senior,3.15,0.7,31,0.007,13,11.21,3.81,7.4
Spike,Medium,5,1,4,0,1,Junior,35.8,4.1,70,0.287,6,34.19,5.17,38.97
Feature,High,5,4,5,0,3,Expert,18.3,4.53,47,0.319,8,18.57,3.5,43.0
Spike,Medium,8,1,5,0,2,Senior,30.61,1.22,25,0.394,7,8.41,8.48,42.33
Feature,Low,8,1,3,1,0,Junior,38.91,0.32,85,0.034,13,27.36,6.08,37.89
Technical Debt,High,2,3,4,0,0,Senior,26.04,1.68,57,0.001,4,26.87,7.79,21.56
Bug,Low,5,3,3,0,0,Senior,28.28,2.82,75,0.383,11,15.07,7.71,28.01
Spike,Medium,3,1,4,1,0,Senior,37.84,1.27,23,0.145,10,23.39,8.09,26.74
Feature,Medium,3,3,3,0,0,Senior,21.63,2.27,53,0.444,3,1.74,8.82,20.23
Bug,High,1,5,4,1,0,Expert,14.16,1.23,45,0.092,10,10.9,9.28,11.32
Spike,High,3,4,1,0,0,Expert,37.01,0.84,57,0.293,3,30.97,4.45,23.69
Bug,Medium,3,5,3,0,0,Senior,4.62,2.86,92,0.055,3,8.89,4.99,9.3
Bug,High,3,5,3,1,0,Senior,10.16,0.2,31,0.201,1,31.79,1.45,32.03
Improvement,Medium,5,1,4,1,0,Junior,14.97,0.42,15,0.441,9,20.72,9.33,26.11
Bug,Medium,8,1,2,0,0,Expert,31.72,2.72,89,0.304,9,31.7,6.28,20.22
Bug,High,2,5,2,0,0,Junior,36.35,1.32,69,0.345,6,5.45,7.41,24.03
Bug,High,1,5,1,0,0,Senior,19.17,5.24,64,0.113,7,16.77,4.92,9.65
Spike,Critical,8,2,5,0,2,Junior,12.87,2.77,12,0.461,11,11.08,5.26,34.84
Feature,Medium,1,2,5,0,2,Junior,15.42,8.03,5,0.312,6,31.16,5.89,9.24
Feature,High,13,4,1,0,0,Junior,26.95,2.45,11,0.053,13,12.61,8.16,62.59
Spike,High,5,5,5,0,2,Junior,8.0,3.99,8,0.008,14,21.01,6.52,32.2
Technical Debt,Critical,3,3,4,1,0,Junior,22.8,3.71,83,0.008,10,29.14,8.3,72.38
Bug,Medium,2,2,2,0,1,Junior,24.36,4.18,58,0.026,9,8.79,2.95,10.78
Bug,High,1,1,1,0,0,Senior,28.9,2.15,90,0.456,7,2.56,2.85,4.36
Feature,High,2,5,4,0,2,Senior,24.95,0.32,66,0.179,10,17.8,2.86,21.67
Feature,Medium,2,3,1,0,0,Senior,5.68,1.63,23,0.149,10,24.24,1.04,10.32
Bug,Medium,5,3,2,0,0,Senior,28.17,0.47,14,0.208,8,25.45,2.61,26.63
Feature,Medium,2,3,5,0,0,Expert,2.83,0.76,97,0.205,7,15.18,2.07,5.08
Bug,High,5,1,4,0,3,Senior,16.83,2.31,62,0.119,4,3.67,5.08,21.04
Feature,High,5,2,2,0,0,Junior,17.85,3.86,49,0.046,3,14.71,2.15,28.37
Spike,High,3,3,1,0,0,Junior,6.43,1.99,95,0.054,4,5.15,4.74,11.23
Spike,High,1,2,3,0,0,Junior,2.37,0.62,20,0.3,11,3.46,10.0,4.08
Improvement,Medium,1,4,4,1,2,Expert,4.7,0.02,0,0.198,10,11.32,5.53,10.16
Bug,Low,1,1,1,0,0,Junior,18.96,0.48,96,0.451,14,27.43,9.32,3.68
Feature,Medium,5,2,1,0,1,Senior,11.13,1.71,10,0.232,12,27.12,7.32,16.85
Technical Debt,Medium,3,2,2,0,0,Junior,4.62,4.1,66,0.252,0,21.67,9.05,8.05
Improvement,Medium,8,3,1,1,1,Junior,11.74,7.68,21,0.464,4,29.09,6.63,39.53
Feature,Medium,3,3,4,0,0,Senior,22.1,4.36,73,0.251,5,18.03,8.29,25.35
Spike,Medium,3,1,4,1,0,Junior,30.2,3.49,87,0.251,12,9.28,3.73,39.51
Technical Debt,Medium,5,2,1,0,2,Senior,17.66,1.36,6,0.182,8,20.38,4.35,26.41
Spike,Medium,5,5,2,0,1,Expert,25.3,0.79,48,0.355,8,32.39,9.64,55.22
Improvement,Medium,3,3,4,0,4,Junior,24.68,0.99,99,0.196,9,2.23,3.41,26.37
Bug,Low,2,3,3,0,2,Senior,36.06,2.33,0,0.294,13,33.81,4.79,11.69
Bug,Critical,5,4,5,0,0,Junior,8.82,0.36,64,0.224,11,26.31,6.86,25.33
Spike,High,3,1,2,1,1,Expert,20.1,4.56,62,0.264,2,24.33,4.53,24.61
Technical Debt,High,3,2,2,0,2,Senior,26.01,1.02,63,0.414,12,21.87,1.19,31.59
Feature,Low,5,2,5,0,0,Junior,21.75,2.78,25,0.207,12,9.76,8.13,40.85
Feature,High,3,2,5,0,0,Expert,19.11,4.11,16,0.115,10,31.12,4.02,19.09
Feature,High,5,3,4,0,0,Junior,38.99,1.71,10,0.285,7,34.03,3.05,52.62
Technical Debt,High,5,1,1,0,0,Junior,37.8,0.14,66,0.469,7,32.42,5.55,39.18
Spike,Low,5,2,1,0,0,Senior,25.24,3.11,9,0.347,8,4.7,1.08,32.25
Feature,High,5,5,3,0,3,Senior,18.7,3.95,65,0.154,14,26.04,8.78,60.5
Bug,High,5,4,1,0,2,Senior,30.7,8.14,31,0.481,0,19.93,3.35,44.59
Feature,High,5,4,3,0,1,Senior,21.49,2.48,15,0.171,4,27.8,9.3,46.7
Spike,High,8,2,3,1,0,Senior,39.83,0.91,25,0.492,4,12.98,7.1,74.84
Technical Debt,Medium,3,3,2,0,0,Expert,28.07,1.71,73,0.096,6,33.54,5.94,18.0
Technical Debt,Medium,3,4,2,0,1,Expert,4.59,2.69,55,0.5,10,11.63,8.26,10.18
Bug,Low,8,4,4,0,1,Senior,17.27,2.49,99,0.038,7,26.09,9.94,36.18
Bug,High,5,4,5,0,2,Junior,29.75,1.44,93,0.357,10,18.13,3.26,70.67
Feature,Low,1,4,5,0,3,Expert,34.01,0.52,8,0.37,6,21.97,4.2,5.86
Feature,Medium,8,2,3,0,0,Senior,32.91,1.24,4,0.34,14,4.93,5.36,60.22
Technical Debt,Medium,1,1,5,0,0,Expert,39.14,2.11,6,0.389,5,21.77,5.86,5.36
Technical Debt,Medium,5,1,3,0,0,Junior,20.59,0.81,99,0.236,3,20.16,5.98,25.59
Spike,Low,8,3,5,0,0,Senior,7.32,4.45,64,0.027,14,25.44,5.94,18.71
Spike,High,13,5,4,0,0,Expert,26.79,1.74,90,0.179,8,10.78,8.45,50.95
Bug,High,1,1,2,0,2,Senior,4.69,3.14,11,0.321,1,29.3,4.64,3.95
Improvement,Medium,5,5,2,0,4,Senior,38.99,0.19,79,0.323,5,33.14,1.1,49.58
Spike,Low,3,1,3,0,3,Expert,30.82,4.42,47,0.098,9,30.99,8.88,13.29
Technical Debt,Low,3,1,5,0,2,Senior,39.32,5.04,71,0.127,5,14.31,6.96,18.16
Feature,High,1,3,1,0,4,Senior,16.34,1.38,24,0.243,10,26.91,2.71,8.13
Bug,Medium,5,4,4,0,3,Junior,2.6,2.24,12,0.364,3,13.41,1.27,7.66
Feature,Medium,3,3,5,0,1,Senior,21.81,3.45,40,0.426,12,30.35,3.84,29.84
Spike,Low,2,1,1,0,0,Junior,6.6,1.77,9,0.043,2,13.76,2.12,7.0
Bug,High,5,4,4,0,0,Junior,27.83,4.57,39,0.463,10,7.33,9.07,72.64
Feature,High,5,4,4,0,0,Senior,20.91,0.06,32,0.464,13,17.63,3.5,58.87
Improvement,High,8,4,2,0,0,Junior,30.63,0.44,34,0.004,2,5.59,7.35,63.06
Bug,High,13,5,3,0,2,Expert,13.06,0.34,36,0.253,1,20.96,6.92,22.67
Feature,Low,3,1,5,0,0,Senior,33.51,0.38,91,0.294,2,20.6,7.43,11.06
Feature,Low,13,2,4,1,0,Senior,26.73,1.17,15,0.277,3,17.69,5.77,58.44
Improvement,Low,8,3,5,0,0,Junior,39.53,6.79,71,0.308,9,21.53,7.57,83.65
Bug,Medium,3,5,4,0,0,Junior,8.79,2.57,32,0.252,3,34.16,5.61,32.07
Improvement,Low,2,3,2,0,0,Junior,3.94,3.16,52,0.147,13,14.03,4.4,9.8
Bug,Medium,3,2,3,0,0,Junior,34.34,0.4,34,0.048,9,15.37,8.73,16.31
Technical Debt,Medium,3,4,1,0,0,Expert,14.86,5.46,54,0.104,13,10.32,5.13,32.17
Bug,Critical,5,2,1,1,0,Senior,18.39,1.4,75,0.37,14,7.27,6.11,34.12
Bug,High,5,3,2,0,1,Expert,37.18,0.95,78,0.121,6,10.83,5.19,24.67
Technical Debt,High,5,2,4,0,0,Senior,18.75,4.37,16,0.415,3,8.23,7.98,32.8
